repository_name,file_name,file_creators,file_created_by,file_line_count,file_creation_date,file_commit_count,commit_hash,commit_authors,commit_created_by,commit_changed_lines,commit_date,commit_classification,file_specific_changed_lines
mendableai/firecrawl,apps/js-sdk/firecrawl/src/__tests__/v1/snips/change-tracking.test.ts,"devin-ai-integration[bot], GitHub",AI,105,2025-04-12 23:47:24,2,950a9512bd12a172afdff7ed64027e1975b355ad,Nicolas,Human,107,2025-04-13T00:21:36+00:00,build,105
mendableai/firecrawl,apps/js-sdk/firecrawl/src/__tests__/v1/snips/change-tracking.test.ts,"devin-ai-integration[bot], GitHub",AI,105,2025-04-12 23:47:24,2,ef341399f00df3ec4082ecba6d123766a62f2dbf,"devin-ai-integration[bot], GitHub",AI,274,2025-04-12T23:47:24+00:00,feat,105
mendableai/firecrawl,apps/api/src/lib/gcs-pdf-cache.ts,"devin-ai-integration[bot], GitHub",AI,112,2025-05-16 15:04:38,8,8beb05c726718c0d49bd37c4979a08f9d0416f70,Gergő Móricz,Human,3384,2025-09-09T17:41:17+00:00,build,2
mendableai/firecrawl,apps/api/src/lib/gcs-pdf-cache.ts,"devin-ai-integration[bot], GitHub",AI,112,2025-05-16 15:04:38,8,c5277965afda9cb53c5bbac4f7403dabb50c4d7e,"tom, GitHub",Human,31959,2025-09-02T14:08:10+00:00,chore,154
mendableai/firecrawl,apps/api/src/lib/gcs-pdf-cache.ts,"devin-ai-integration[bot], GitHub",AI,112,2025-05-16 15:04:38,8,4291af2c3f7ef5ca051632d64e8bf06f08623e8e,"Gergő Móricz, GitHub",Human,46,2025-09-01T13:54:52+00:00,ci,4
mendableai/firecrawl,apps/api/src/lib/gcs-pdf-cache.ts,"devin-ai-integration[bot], GitHub",AI,112,2025-05-16 15:04:38,8,3f0b8b8e27426a55242a7e9d24bb14fcf13135b3,"Gergő Móricz, GitHub",Human,898,2025-06-20T17:40:28+00:00,refactor,162
mendableai/firecrawl,apps/api/src/lib/gcs-pdf-cache.ts,"devin-ai-integration[bot], GitHub",AI,112,2025-05-16 15:04:38,8,af88218fad3bf9d0fd9ec6f27ae09bdfe5555a01,"Thomas Kosmas, GitHub",Human,41,2025-06-05T19:27:00+00:00,ci,2
mendableai/firecrawl,apps/api/src/lib/gcs-pdf-cache.ts,"devin-ai-integration[bot], GitHub",AI,112,2025-05-16 15:04:38,8,b03670a8b7571a96ed520aa0349d27173d98d68f,"Gergő Móricz, GitHub",Human,1281,2025-05-23T11:45:53+00:00,build,5
mendableai/firecrawl,apps/api/src/lib/gcs-pdf-cache.ts,"devin-ai-integration[bot], GitHub",AI,112,2025-05-16 15:04:38,8,fd74299134f1450db6e2f999ebf605c65369ec0e,"Gergő Móricz, GitHub",Human,131,2025-05-22T20:26:01+00:00,test,9
mendableai/firecrawl,apps/api/src/lib/gcs-pdf-cache.ts,"devin-ai-integration[bot], GitHub",AI,112,2025-05-16 15:04:38,8,526165e1b9e3d67f522dab793580921bfa44a73a,"devin-ai-integration[bot], GitHub",AI,248,2025-05-16T15:04:38+00:00,feat,112
mendableai/firecrawl,apps/api/src/__tests__/snips/pdf-cache.test.ts,"devin-ai-integration[bot], GitHub",AI,106,2025-05-16 15:04:38,2,fd74299134f1450db6e2f999ebf605c65369ec0e,"Gergő Móricz, GitHub",Human,131,2025-05-22T20:26:01+00:00,test,106
mendableai/firecrawl,apps/api/src/__tests__/snips/pdf-cache.test.ts,"devin-ai-integration[bot], GitHub",AI,106,2025-05-16 15:04:38,2,526165e1b9e3d67f522dab793580921bfa44a73a,"devin-ai-integration[bot], GitHub",AI,248,2025-05-16T15:04:38+00:00,feat,106
mendableai/firecrawl,apps/api/src/__tests__/snips/metadata-concat.test.ts,"devin-ai-integration[bot], GitHub",AI,44,2025-05-20 15:40:53,3,c5277965afda9cb53c5bbac4f7403dabb50c4d7e,"tom, GitHub",Human,31959,2025-09-02T14:08:10+00:00,chore,14
mendableai/firecrawl,apps/api/src/__tests__/snips/metadata-concat.test.ts,"devin-ai-integration[bot], GitHub",AI,44,2025-05-20 15:40:53,3,a5a915d639244773484051fe2b53683dafc14ec4,"devin-ai-integration[bot], GitHub",AI,95,2025-05-20T15:40:53+00:00,fix,44
mendableai/firecrawl,examples/gemini-2.5-web-extractor/.env.example,Aparup Ganguly,Human,8,2025-03-26 12:21:29,1,be43598071918cdfb69e983dac367660470f7e83,Aparup Ganguly,Human,344,2025-03-26T12:21:29+00:00,chore,8
mendableai/firecrawl,examples/gpt-4.1-web-crawler/gpt-4.1-web-crawler.py,Aparup Ganguly,Human,261,2025-04-14 19:18:19,1,5dca350a11ca5cb3b8c357cf14df9a4ff2edeb91,Aparup Ganguly,Human,389,2025-04-14T19:18:19+00:00,chore,261
mendableai/firecrawl,apps/rust-sdk/src/llmstxt.rs,"kkharji, GitHub",Human,426,2025-04-18 04:59:59,1,f2c01340d19b8f2d15d5622a50f116464b16997a,"kkharji, GitHub",Human,4503,2025-04-18T04:59:59+00:00,build,426
mendableai/firecrawl,examples/gemini-2.5-crawler/gemini-2.5-crawler.py,Aparup Ganguly,Human,374,2025-03-26 11:49:47,2,cc7f38af5cc5b735fd7b4aa13429da2dd2b18d2d,Aparup Ganguly,Human,2,2025-03-26T11:55:46+00:00,style,2
mendableai/firecrawl,examples/gemini-2.5-crawler/gemini-2.5-crawler.py,Aparup Ganguly,Human,374,2025-03-26 11:49:47,2,6e8644a14c8b9a5bfc96c0f50cf660f4e54fd84f,Aparup Ganguly,Human,474,2025-03-26T11:49:47+00:00,docs,374
appsmithorg/appsmith,app/client/src/widgets/ButtonGroupWidget/widget/__tests__/ButtonGroupWidget.test.tsx,"devin-ai-integration[bot], GitHub",AI,101,2025-01-16 11:53:35,1,b3e5e431b216818f38d80e906d51944ab2434ff3,"devin-ai-integration[bot], GitHub",AI,148,2025-01-16T11:53:35+00:00,fix,101
appsmithorg/appsmith,app/client/src/components/formControls/SliderControl.tsx,"Valera Melnikov, GitHub",Human,47,2025-02-06 08:27:21,2,29727bb41cc36e7ca8d73107109d0d1f296fe4fb,"Pawan Kumar, GitHub",Human,41,2025-03-13T12:06:57+00:00,chore,9
appsmithorg/appsmith,app/client/src/components/formControls/SliderControl.tsx,"Valera Melnikov, GitHub",Human,47,2025-02-06 08:27:21,2,a69db80f23616ada2cfd751132d8da231caadf3e,"Valera Melnikov, GitHub",Human,58,2025-02-06T08:27:21+00:00,feat,47
calcom/cal.com,apps/api/v2/src/modules/organizations/teams/routing-forms/services/organizations-teams-routing-forms-responses.service.ts,"devin-ai-integration[bot], GitHub",AI,56,2025-04-11 09:58:00,5,ec58e59865a67f2fac28abfeebdfe842a4e7f5fb,"Hariom Balhara, GitHub",Human,6910,2025-07-17T06:03:51+00:00,fix,19
calcom/cal.com,apps/api/v2/src/modules/organizations/teams/routing-forms/services/organizations-teams-routing-forms-responses.service.ts,"devin-ai-integration[bot], GitHub",AI,56,2025-04-11 09:58:00,5,e6c36af3b487c17d6be8143c06488bf1f306f731,"Keith Williams, GitHub",Human,6316,2025-07-11T01:02:11+00:00,revert,19
calcom/cal.com,apps/api/v2/src/modules/organizations/teams/routing-forms/services/organizations-teams-routing-forms-responses.service.ts,"devin-ai-integration[bot], GitHub",AI,56,2025-04-11 09:58:00,5,89e7fca1839f4328937d895516b6cd14ce847a21,"Hariom Balhara, GitHub",Human,6328,2025-07-10T11:56:45+00:00,fix,19
calcom/cal.com,apps/api/v2/src/modules/organizations/teams/routing-forms/services/organizations-teams-routing-forms-responses.service.ts,"devin-ai-integration[bot], GitHub",AI,56,2025-04-11 09:58:00,5,43a6663230d5cd7581c35edb3dca3b0c6590db03,"Morgan, GitHub",Human,93,2025-04-16T06:30:29+00:00,fix,8
calcom/cal.com,apps/api/v2/src/modules/organizations/teams/routing-forms/services/organizations-teams-routing-forms-responses.service.ts,"devin-ai-integration[bot], GitHub",AI,56,2025-04-11 09:58:00,5,3ee8032538a56a52ecd0271180e043f6f8821949,"devin-ai-integration[bot], GitHub",AI,4134,2025-04-11T09:58:00+00:00,feat,56
calcom/cal.com,apps/api/v2/src/modules/organizations/routing-forms/controllers/organizations-routing-forms.controller.ts,"devin-ai-integration[bot], GitHub",AI,54,2025-04-11 09:58:00,1,3ee8032538a56a52ecd0271180e043f6f8821949,"devin-ai-integration[bot], GitHub",AI,4134,2025-04-11T09:58:00+00:00,feat,54
calcom/cal.com,apps/api/v2/src/modules/organizations/teams/routing-forms/repositories/organizations-teams-routing-forms.repository.ts,"devin-ai-integration[bot], GitHub",AI,53,2025-04-11 09:58:00,2,43a6663230d5cd7581c35edb3dca3b0c6590db03,"Morgan, GitHub",Human,93,2025-04-16T06:30:29+00:00,fix,8
calcom/cal.com,apps/api/v2/src/modules/organizations/teams/routing-forms/repositories/organizations-teams-routing-forms.repository.ts,"devin-ai-integration[bot], GitHub",AI,53,2025-04-11 09:58:00,2,3ee8032538a56a52ecd0271180e043f6f8821949,"devin-ai-integration[bot], GitHub",AI,4134,2025-04-11T09:58:00+00:00,feat,53
calcom/cal.com,packages/prisma/migrations/20250526143547_create_user_filter_segment_preference/migration.sql,"devin-ai-integration[bot], GitHub",AI,26,2025-05-30 12:56:49,1,b3c822abf750f91a5312f13e7642acb33fc82542,"devin-ai-integration[bot], GitHub",AI,446,2025-05-30T12:56:49+00:00,refactor,26
calcom/cal.com,apps/api/v2/src/modules/organizations/routing-forms/outputs/get-routing-forms.output.ts,"devin-ai-integration[bot], GitHub",AI,62,2025-04-11 09:58:00,1,3ee8032538a56a52ecd0271180e043f6f8821949,"devin-ai-integration[bot], GitHub",AI,4134,2025-04-11T09:58:00+00:00,feat,62
calcom/cal.com,apps/api/v2/src/modules/organizations/teams/routing-forms/controllers/organizations-teams-routing-forms.controller.e2e-spec.ts,"devin-ai-integration[bot], GitHub",AI,206,2025-04-11 09:58:00,2,c28eb90928bad4d2001cda145c093eee860d4450,"Omar López, GitHub",Human,16830,2025-09-11T14:27:50+00:00,build,2
calcom/cal.com,apps/api/v2/src/modules/organizations/teams/routing-forms/controllers/organizations-teams-routing-forms.controller.e2e-spec.ts,"devin-ai-integration[bot], GitHub",AI,206,2025-04-11 09:58:00,2,3ee8032538a56a52ecd0271180e043f6f8821949,"devin-ai-integration[bot], GitHub",AI,4134,2025-04-11T09:58:00+00:00,feat,206
calcom/cal.com,packages/lib/getAggregatedAvailability/date-range-utils/filterRedundantDateRanges.test.ts,"devin-ai-integration[bot], GitHub",AI,45,2025-05-17 03:44:56,3,e91bf53d8029fcda622d79bf04a4092c2287c257,"Benny Joo, GitHub",Human,817,2025-10-17T09:48:08+00:00,refactor,0
calcom/cal.com,packages/lib/getAggregatedAvailability/date-range-utils/filterRedundantDateRanges.test.ts,"devin-ai-integration[bot], GitHub",AI,45,2025-05-17 03:44:56,3,93e24267608e90493a86e016efc855dc6c796c98,"Keith Williams, GitHub",Human,224,2025-07-03T09:59:33+00:00,perf,97
calcom/cal.com,packages/lib/getAggregatedAvailability/date-range-utils/filterRedundantDateRanges.test.ts,"devin-ai-integration[bot], GitHub",AI,45,2025-05-17 03:44:56,3,6a85d0e10b1f8624a657be7d89c07ca1d673f5cf,"devin-ai-integration[bot], GitHub",AI,89,2025-05-17T03:44:56+00:00,perf,45
calcom/cal.com,packages/trpc/server/routers/viewer/filterSegments/preference.schema.ts,"devin-ai-integration[bot], GitHub",AI,8,2025-05-30 12:56:49,2,8078c5657b4c2ca588e7aa2643188189bb2c6bb5,"Eunjae Lee, GitHub",Human,1044,2025-06-13T11:49:26+00:00,chore,8
calcom/cal.com,packages/trpc/server/routers/viewer/filterSegments/preference.schema.ts,"devin-ai-integration[bot], GitHub",AI,8,2025-05-30 12:56:49,2,b3c822abf750f91a5312f13e7642acb33fc82542,"devin-ai-integration[bot], GitHub",AI,446,2025-05-30T12:56:49+00:00,refactor,8
calcom/cal.com,packages/platform/types/calendars/inputs/index.ts,"Lauris Skraucis, GitHub",Human,2,2025-04-24 13:06:37,1,4cc1bc6746135c8d6e0d1d522746c367d3ede01a,"Lauris Skraucis, GitHub",Human,283,2025-04-24T13:06:37+00:00,fix,2
calcom/cal.com,help/images/i1600x900-IfRWYg8XuCMI_tkwyft.png,"Peer Richelsen, GitHub",Human,11943,2025-01-08 22:01:53,2,7248ef86b2655df282f5274503bddea1aa386a54,"Peer Richelsen, GitHub",Human,2583,2025-02-28T10:23:19+00:00,docs,0
calcom/cal.com,help/images/i1600x900-IfRWYg8XuCMI_tkwyft.png,"Peer Richelsen, GitHub",Human,11943,2025-01-08 22:01:53,2,eba335c90372cff0ba0d0d701da89328fadbd7f9,"Peer Richelsen, GitHub",Human,2384,2025-01-08T22:01:53+00:00,docs,0
calcom/cal.com,apps/ui-playground/app/layout.tsx,"sean-brydon, GitHub",Human,31,2025-01-29 18:53:38,5,46d1823cccaaa9a45be33c69ee22f8993a01ea18,"sean-brydon, GitHub",Human,659,2025-04-04T10:27:04+00:00,feat,20
calcom/cal.com,apps/ui-playground/app/layout.tsx,"sean-brydon, GitHub",Human,31,2025-01-29 18:53:38,5,1fb778ae78f59c62c66813cd1936922cd196d61e,"sean-brydon, GitHub",Human,11760,2025-04-02T08:10:07+00:00,docs,34
calcom/cal.com,apps/ui-playground/app/layout.tsx,"sean-brydon, GitHub",Human,31,2025-01-29 18:53:38,5,5d709cf63cfe03775327626212c3bb91e5ebbba6,"sean-brydon, GitHub",Human,28098,2025-02-14T21:31:21+00:00,chore,31
calcom/cal.com,apps/ui-playground/app/layout.tsx,"sean-brydon, GitHub",Human,31,2025-01-29 18:53:38,5,783f10ffb5a762542825e1e2cde1147acf287a05,"sean-brydon, GitHub",Human,694,2025-01-29T18:53:38+00:00,chore,31
calcom/cal.com,packages/features/platform-oauth-client/platform-oauth-client.repository.ts,"Lauris Skraucis, GitHub",Human,24,2025-06-13 14:15:47,1,4a53ec0b745b0bd129d645781e411e022f80fa9f,"Lauris Skraucis, GitHub",Human,547,2025-06-13T14:15:47+00:00,feat,24
calcom/cal.com,packages/features/bookings/lib/handleNewBooking/logger.ts,"Udit Takkar, GitHub",Human,11,2025-03-13 13:45:00,1,7c1582c06f39dbd0ce694e62f233b434167e7bfe,"Udit Takkar, GitHub",Human,161,2025-03-13T13:45:00+00:00,fix,11
calcom/cal.com,packages/lib/cookie.ts,"Hariom Balhara, GitHub",Human,9,2025-02-27 18:13:36,1,0ad5770bb9e3ef96e989b798356839eee5590962,"Hariom Balhara, GitHub",Human,343,2025-02-27T18:13:36+00:00,fix,9
calcom/cal.com,apps/ui-playground/app/globals.css,"sean-brydon, GitHub",Human,485,2025-01-29 18:53:38,2,5d709cf63cfe03775327626212c3bb91e5ebbba6,"sean-brydon, GitHub",Human,28098,2025-02-14T21:31:21+00:00,chore,485
calcom/cal.com,apps/ui-playground/app/globals.css,"sean-brydon, GitHub",Human,485,2025-01-29 18:53:38,2,783f10ffb5a762542825e1e2cde1147acf287a05,"sean-brydon, GitHub",Human,694,2025-01-29T18:53:38+00:00,chore,485
calcom/cal.com,help/event-types/setup-location.mdx,"Peer Richelsen, GitHub",Human,16,2025-01-08 22:01:53,2,7248ef86b2655df282f5274503bddea1aa386a54,"Peer Richelsen, GitHub",Human,2583,2025-02-28T10:23:19+00:00,docs,16
